Researcher,Date completed,Ungulate Family,Ungulate Latin Name,Ungulate Common Name,Season in which plant recorded,Binned season,Year started,Year ended,Plant Reported Family,Plant Reported Genus,Plant Reported Species,Plant Reported Name,% Contribution to Diet,preference ranking,Data type,Units/metric diet is reported,Binned units (leave blank for now),Author definition of units,Total number of plant species eaten,Total Number of plant species available,Complete list of plants eaten or partial?,Reported Method,Binned method,Author definition of methods,Within study groupings (#),Type of grouping,Name of grouping,Author explaination of grouping,Sample size per grouping,Sample size units,Total sample size,Total sample size units,Author explaination of sample size,Latitude 1,Longitude 1,Latitude 2,Longitude 2,lat/long reported or inferred,Reported Study Site Location,Country,Continent,Author reported habitat/biome,Biome,Precipication/ rainfall,Were other ungulate species studied in this paper?,"If yes, list the common names here",Confidence level in data reported/collected,Reason for confidence level?,Citation (abrv),URL,Notes,Double checked by 2nd person?,Were changes made?,Notes/feedback on what was changed and why,2nd person initials,Date,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,June,summer,1980,1983,NA,NA,NA,Other browse,1,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,"Late June, Alpine (rams)",NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,June,summer,1980,1983,NA,NA,NA,Lichen,2.2,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,"Late June, Alpine (rams)",NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,June,summer,1980,1983,NA,NA,NA,Mosses,0,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,"Late June, Alpine (rams)",NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,June,summer,1980,1983,NA,Carex,NA,Carex spp.,7.9,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,"Late June, Alpine (ewes)",NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,June,summer,1980,1983,NA,Elymus,innovatus,Elymus innovatus,2,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,"Late June, Alpine (ewes)",NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,June,summer,1980,1983,NA,Festuca,NA,Fetsuca spp.,0,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,"Late June, Alpine (ewes)",NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,June,summer,1980,1983,NA,Poa,NA,Poa spp.,13,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,"Late June, Alpine (ewes)",NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,June,summer,1980,1983,NA,NA,NA,Other grasses,0,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,"Late June, Alpine (ewes)",NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,June,summer,1980,1983,NA,Achillea,NA,Achillea spp.,0,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,"Late June, Alpine (ewes)",NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,June,summer,1980,1983,NA,Artemisia,NA,Artemisia spp.,0,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,"Late June, Alpine (ewes)",NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,June,summer,1980,1983,NA,Astragalus - Oxytropis,NA,Astragalus - Oxytropis spp.,46.9,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,"Late June, Alpine (ewes)",NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,June,summer,1980,1983,NA,Dryas,NA,Dryas spp.,0,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,"Late June, Alpine (ewes)",NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,June,summer,1980,1983,NA,Lupinus,arcticus,Lupinus arcticus,1.6,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,"Late June, Alpine (ewes)",NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,June,summer,1980,1983,NA,NA,NA,Other forbs,16.9,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,"Late June, Alpine (ewes)",NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,June,summer,1980,1983,NA,NA,NA,Confiers,0,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,"Late June, Alpine (ewes)",NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,June,summer,1980,1983,NA,Salix,NA,Salix spp.,5.5,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,"Late June, Alpine (ewes)",NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,June,summer,1980,1983,NA,Populus,NA,Populus spp.,0,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,"Late June, Alpine (ewes)",NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,June,summer,1980,1983,NA,Vaccinium,NA,Vaccinium spp.,0,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,"Late June, Alpine (ewes)",NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,June,summer,1980,1983,NA,NA,NA,Other browse,3,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,"Late June, Alpine (ewes)",NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,June,summer,1980,1983,NA,NA,NA,Lichen,3.2,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,"Late June, Alpine (ewes)",NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,June,summer,1980,1983,NA,NA,NA,Mosses,0,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,"Late June, Alpine (ewes)",NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,July,summer,1980,1983,NA,Carex,NA,Carex spp.,27.4,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,July (alpine),NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,July,summer,1980,1983,NA,Elymus,innovatus,Elymus innovatus,0.5,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,July (alpine),NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,July,summer,1980,1983,NA,Festuca,NA,Fetsuca spp.,1.1,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,July (alpine),NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,July,summer,1980,1983,NA,Poa,NA,Poa spp.,7.8,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,July (alpine),NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,July,summer,1980,1983,NA,NA,NA,Other grasses,0,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,July (alpine),NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,July,summer,1980,1983,NA,Achillea,NA,Achillea spp.,0,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,July (alpine),NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,July,summer,1980,1983,NA,Artemisia,NA,Artemisia spp.,0,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,July (alpine),NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,July,summer,1980,1983,NA,Astragalus - Oxytropis,NA,Astragalus - Oxytropis spp.,20.5,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,July (alpine),NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,July,summer,1980,1983,NA,Dryas,NA,Dryas spp.,3,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,July (alpine),NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,July,summer,1980,1983,NA,Lupinus,arcticus,Lupinus arcticus,6.6,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,July (alpine),NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,July,summer,1980,1983,NA,NA,NA,Other forbs,4.1,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,July (alpine),NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,July,summer,1980,1983,NA,NA,NA,Confiers,4.4,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,July (alpine),NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,July,summer,1980,1983,NA,Salix,NA,Salix spp.,14.6,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,July (alpine),NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,July,summer,1980,1983,NA,Populus,NA,Populus spp.,2.7,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,July (alpine),NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,July,summer,1980,1983,NA,Vaccinium,NA,Vaccinium spp.,4.8,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,July (alpine),NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,July,summer,1980,1983,NA,NA,NA,Other browse,8.1,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,July (alpine),NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,July,summer,1980,1983,NA,NA,NA,Lichen,3.4,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,July (alpine),NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,July,summer,1980,1983,NA,NA,NA,Mosses,0,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,July (alpine),NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,November,summer,1980,1983,NA,Carex,NA,Carex spp.,3.8,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,November (subalpine burn),NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,November,summer,1980,1983,NA,Elymus,innovatus,Elymus innovatus,31.8,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,November (subalpine burn),NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,November,summer,1980,1983,NA,Festuca,NA,Fetsuca spp.,0,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,November (subalpine burn),NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,November,summer,1980,1983,NA,Poa,NA,Poa spp.,31.1,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,November (subalpine burn),NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,November,summer,1980,1983,NA,NA,NA,Other grasses,0,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,November (subalpine burn),NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,November,summer,1980,1983,NA,Achillea,NA,Achillea spp.,0,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,November (subalpine burn),NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,November,summer,1980,1983,NA,Artemisia,NA,Artemisia spp.,12,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,November (subalpine burn),NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,November,summer,1980,1983,NA,Astragalus - Oxytropis,NA,Astragalus - Oxytropis spp.,0,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,November (subalpine burn),NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,November,summer,1980,1983,NA,Dryas,NA,Dryas spp.,0,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,November (subalpine burn),NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,November,summer,1980,1983,NA,Lupinus,arcticus,Lupinus arcticus,5.8,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,November (subalpine burn),NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,November,summer,1980,1983,NA,NA,NA,Other forbs,5.5,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,November (subalpine burn),NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,November,summer,1980,1983,NA,NA,NA,Confiers,0,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,November (subalpine burn),NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
DF,,Bovidae,Ovis dalli,Stone's Sheep,November,summer,1980,1983,NA,Salix,NA,Salix spp.,0,NA,proportion,percent of diet,,NA,NA,NA,partial,fecal fragment analysis,fecal microhistology,NA,11,experimental,November (subalpine burn),NA,12-Oct,pellet groups,120-144,pellet groups,A composite of 10-12 pellet groups was used for each sample,59'N,125'W,NA,NA,reported,"Toad River, British Columbia",Canada,North America,grassland,grassland,,,,high,authors/reported data very clear,"Seip, Bunnell 1985",,,yes,no,,,,,,,,,
